who,sugar,metabolism,vision,strategy,tax_due,tax_paid,punished,compliance_history
13,9.427875229203902,3,5,partial,0.781881603074095,0.3909408015370475,0,[none none none full partial full full none full full none full partial none none none none full none full full partial partial none partial partial none full none none none full full full full full full full partial none full partial full full full full full full none partial full partial none full partial full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial partial full full partial full partial full partial full partial full full full partial partial full full full none partial partial full full full full partial full full full full partial partial full partial full partial full full full full partial full full none full full full full full none full full full full full full full full full full full full full full full full full full full full full full partial partial full full full full partial full partial full full partial partial full partial partial full partial partial full full full full full partial partial full full full full full full full partial full partial full partial partial full partial full full full partial partial full full none full none none full partial none full none none full none none full full none none full none none full full full none full full full full full none full partial none full partial full none none partial full full partial partial full partial none full full full partial partial none partial none none partial none none none partial none partial none none partial partial none full none none full none none none full full full full partial full full partial full partial full full full partial partial full full full full full full full full partial full full full partial full full full full full partial full partial full full full full partial partial full partial full partial full partial full full full full full full full full full full full full full full full full full full full partial full full full full partial full full full full partial full partial full full full full full partial full full partial partial full full full full full full partial full full partial full full full full partial partial full full full partial full full partial full partial full full full full full partial full partial full full partial full full full partial full full full full full full full partial partial full full partial partial full full partial full full full full full full full full none full full full full full partial full none full none full full partial partial partial partial none partial none partial partial full full full partial partial partial full full partial none partial partial partial partial partial partial none full full partial partial full partial partial full full partial full partial full full none none partial full partial full full partial none full partial partial none partial partial partial partial partial full full partial partial partial none partial partial none full full none partial partial partial none none full full partial none partial none none none partial partial full none partial partial partial full full partial partial none partial partial partial full full none partial partial none full partial partial partial full partial partial full none full full none full full partial full partial none full none partial partial none full full full full partial full partial full full full full full full full full partial full none partial partial full partial partial partial none none none partial full full partial partial none partial none none partial partial none partial partial none none none partial partial]
4,8.667377283928444,2,6,evade,2.889125761309481,0,1,[partial none partial partial partial full full none full full partial partial partial partial partial full full none partial full none full partial partial full full partial none none partial none none full partial none full full partial partial partial full full full partial partial full full full partial full full partial full full full none full partial none full none full partial none none full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial full full full partial full partial partial full partial partial none none partial partial partial partial full partial none none none none none full partial partial full partial full full full full full full full partial partial full partial partial none none full partial full full none full full none full full full full full full full full full full full full full full full full full full full full full full full full partial full full partial full full partial full partial partial partial partial full full partial partial full partial full partial full full full partial full full full partial full partial partial full full full partial full partial full full partial full full partial full full full partial full full none full none full none none none partial full partial full partial full full none full full none full full full full none full full full full full full full full full full full none none full full full full full none full full full full none partial full full full full full full full partial full full none none full none partial full partial partial none full partial full none partial none none none none none none partial partial none none full partial none none none none none none none full none none none full none full full partial full partial full full full full full full full partial full full full partial full partial full full full partial partial full full full full partial full full partial partial partial partial full full partial full full partial full full full full full partial full full full full partial full full full full full full full partial full full full full full partial full full partial full full full full partial full full full full full full partial partial partial full full full partial full partial full full full full full partial full full full full full full full partial partial full full full partial partial full full partial full partial full full full full full partial full full full full partial full full full partial full full partial partial partial full partial partial full full full full full full full full partial partial none partial partial partial full full full partial none full full none full full partial none full none none partial full none full partial partial full full partial partial partial partial full full partial full full partial full full full none partial partial partial full none full full partial partial partial full none partial full full partial full partial full none partial partial full none partial full full full partial partial full full partial full partial full none partial full full none full none partial partial full none partial full none partial partial partial full partial none full full full full partial partial full none none full full none partial partial partial none partial partial full partial partial none partial full partial none full full none partial none none none full full full none partial partial partial partial partial full full none full partial full full none full partial partial partial partial full partial partial full full full full partial full full none partial full partial partial full partial full full none partial none partial partial full full partial none partial partial full partial partial partial partial none none partial full none partial full partial full partial full none]
192,9.438535620885212,3,4,pay,2.109633905221303,2.109633905221303,0,[full full full partial partial full full partial none none none partial partial none full full full full partial full none partial partial partial none none partial none full partial partial full partial partial partial partial partial full full partial full full partial none none none partial none full full none none partial full none none full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial full partial full partial partial partial full full partial partial full full partial full partial none none none partial partial none partial none full none partial full full full full full full full full full partial full full full full full partial full partial full partial partial partial partial partial partial full full full full full full none full full none full full full full full full full full full full full full full full full full full full partial partial partial full partial partial partial full partial partial full partial full partial full partial partial partial partial full partial full full partial full full partial full full partial full partial full partial full full full partial none none partial partial partial full partial partial full full none partial full none full full full none full none full full none full none none full full full full none full full partial full full full partial full partial none full full none partial partial full none none partial full none partial full none full partial full full full partial full partial none partial partial partial none none none partial none full none none none full none none none none none partial full partial full full full partial full full partial partial full full full full full full full partial partial full full full full full full full partial partial full full full full full full partial full full full full full full full partial full full full full partial full partial full partial partial partial full full partial partial full partial partial full full partial full full full full partial full full full full full full full full partial partial full full partial partial full full full partial full full partial partial full full partial full full full full full full partial full full full full full full full full full full full full partial full full full partial full full full full partial partial full partial full partial partial partial partial full full full full partial partial full partial full full full full full full full full full partial full none partial none full partial full full none partial none full partial full full none none partial full partial partial partial partial partial full none full none full partial full partial full partial partial partial partial full full partial partial partial full full full full full partial full partial none partial full partial partial full partial full full full full none partial partial full full partial full full partial partial partial partial partial partial full partial full partial partial full none partial partial full partial full partial partial partial none partial partial none partial full full partial full none full none partial full none full full partial none partial full full partial partial full full partial full none full partial full partial none none none partial partial full partial partial full full partial partial partial full partial full partial full partial none none partial partial partial full full full full partial partial partial full full full full full full full full none full none partial full full partial none partial none partial full partial full partial partial partial partial partial partial partial partial partial none partial full full full full]
157,8.394057327460345,4,4,pay,0.8215619252733717,0.8215619252733717,0,[full partial full full none none full full partial full full none partial full full none none partial partial full full full partial none partial partial full none none none partial partial full full full full partial full partial full partial partial full partial partial none full full none partial none none none none partial none full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial full partial partial full full partial full partial full partial full partial partial partial partial partial partial none partial none none partial partial partial none none full none none partial full none none full full full full partial full partial full partial full full full full partial full full full full full full full partial full full full full full full partial full partial full full full full full full full full full full none full full none full full full full full full full full full full full full full partial partial full full partial partial partial full full full partial full full partial full full partial partial full full full partial full full partial partial none partial full partial full full full full partial partial full full partial full partial partial partial none none full none partial none none full full full full none none none partial partial full none none partial full full full full full full full full full full full none full full full full full full partial full partial full full full full none full full none partial partial full none partial full full partial full full none full partial partial partial none partial full none partial none none none none none partial none partial none full partial partial none none full none none none full none none none full none full none full full full full partial full partial partial partial partial full full full partial full full full full full partial partial full full partial full full full full full full partial full full partial partial full full full full full full full full partial full full partial partial partial partial partial partial partial partial partial full full full full full full partial full partial full full partial full full partial partial full partial full full full full full full full partial full full partial full full full full full full full partial partial partial full full full full full full full full full full full partial full full full full full partial full partial full full full full full partial full full full full partial full full full partial partial full partial full partial partial partial full full full full partial full partial full full full full full full full full full full full none full partial none partial partial partial partial full full full partial partial full full partial partial full full none full partial partial none partial partial none full partial full full partial partial none full full partial partial partial full full none full partial partial partial partial partial partial full full partial partial full full partial partial partial full full full partial partial full partial none none full partial partial partial full partial partial partial partial none none partial none partial partial none full full full partial partial none partial full full full partial partial partial partial full none full full none none none none full full partial none none partial full partial none none partial full partial none none full full full full full none partial full none none full partial partial full partial full full partial full full full full partial full full full full none full full full full full partial partial none partial partial full none partial none full partial partial partial partial partial none full partial partial partial partial full full partial none partial none full]
135,8.69710330318518,3,2,partial,2.4848866580529085,1.2424433290264543,1,[partial partial partial none none none full partial none full none none none partial full full none full none partial none full full full full full partial partial partial none none full full partial full none partial partial partial partial partial partial none partial full full full full none none full full partial partial full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial partial full partial full full full full full full full full partial partial none none none none none none full none full full full full partial partial full full partial partial partial partial partial full full full full full full full partial full full none none full full full full none full full full full full full full full full full full full full full full full full full full full partial full partial full full partial partial partial full full partial full partial partial partial full full partial partial partial none partial full full full partial full partial full partial full full partial partial full full partial full partial partial full full full full partial partial none full none none partial full partial partial full partial none none partial none full partial none full full none none full full full full full none full full none none full full none full full full full none full partial none full full full partial full partial full none full partial none full partial partial full partial full partial full partial partial none partial partial partial partial none partial none none none none partial none none full partial none partial partial none full none partial none none none none full none none none full none full partial full full full full full full full full full full full partial full full full full full partial full full full partial partial full full full full full full full partial partial full full partial full full full full full partial full full partial full partial full full full partial partial full partial full full partial partial full partial full partial full full full full full full full full full partial full full full full full full partial full full full full partial full full partial partial partial full partial full full full full full partial partial full partial full full full full full full full full full full full full partial full partial full partial full full full full full full partial partial partial full full full full full partial partial partial partial full partial full partial partial full partial full full full partial full full full full full full full full full full full partial partial full full partial none full partial none none full full full partial full partial none partial partial full partial partial full partial full partial full partial partial full none partial none none full none full full full partial partial partial none partial partial full partial partial none full full full partial full full partial full full partial full partial none full partial none full partial full partial partial partial none partial partial full full full partial full partial partial full full partial full partial partial partial full full none partial full full partial partial partial none partial full partial none partial partial full full full partial none full full partial none partial none none full partial partial full full partial full partial full full partial partial full partial full full partial full full full partial partial full full none none full partial none partial full none full full partial full none partial partial partial none partial full none full full full full full full none full full full full partial full full full full full none partial full partial partial partial full partial partial partial partial partial partial partial full partial full partial partial partial none partial partial none partial partial none partial]
136,18.276593649842336,1,4,partial,9.969051081732182,4.984525540866091,1,[none partial full none partial none partial none full partial partial full full partial full full partial none full partial none partial none full full full none full full partial full full partial none full full none full none none full partial partial partial full full full none full partial full partial partial full full partial partial partial full full partial full partial full partial full full none none none partial partial partial partial full partial partial partial none none partial full none none full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial partial full partial full full full partial partial partial none none none none none none full full full none none full full full full full full full full full full full full full full full partial partial full full full full full partial full partial full full full full full full full none full full full full full full none full full full full full full full full full full full full full full full full full full full partial full full full full full full full partial full partial partial partial partial full partial full partial full full full partial partial full full full full partial partial full full partial full partial partial full full full partial full full none full full full partial full full full full full none none none full full full partial full none partial partial full full none full full full full full full full none full full none full full full full partial partial full none full partial full full full partial none partial partial full partial full partial partial full full partial none partial partial partial none none none partial none none none partial none full none none none none none full none none full none none none none none full full partial partial full full full full full full full full full full full partial full full partial partial partial partial full full full full full full full full full partial full full full full full full full partial full full full full full full full full full full full full full partial partial full partial full full full partial partial full full full partial full full full partial full partial full partial partial partial full partial partial full partial full full partial full partial full partial full full full full partial full full partial full full partial full full full full full full full full full partial full full full partial full full full full full full full full full partial full partial full full full full full partial full partial full full full partial full full partial full full full full full partial full full full partial partial partial full full full partial full full full full full partial partial full full partial full full full full full full full none full full full partial partial none full none full full none full full full partial full partial full none partial partial full full partial full partial partial partial partial partial partial full full none full partial partial partial full full full partial partial partial full full partial partial full full full full full full full full full full partial partial partial partial partial partial none full full full full full full full partial partial partial full partial full full full full none none full partial full partial partial full partial full full full none full full partial partial partial none partial none full partial none full partial none partial full partial full full partial none partial full partial partial full full none full partial partial full full none partial partial partial partial none full full full none partial partial none full partial none full partial partial full none none full full partial full full partial none partial full full partial partial full partial partial partial partial full full none full partial none partial full full full full full full full full full full partial partial partial partial none full full full none partial partial none full partial partial full partial partial partial partial full partial partial none full none none none partial partial]
109,6.993672840336711,4,4,evade,0.8742091050420889,0,1,[none none partial partial partial partial full full full none partial none none partial none none none partial none partial none full partial none full none none partial full full partial partial full full partial none full full full partial none partial full full none none full none full full full partial full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial partial partial partial partial full full partial full full full partial none partial partial none none partial none none full full none full partial full partial partial full partial none full full partial full full full full full partial full partial partial full full full partial full full full partial full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial partial partial full full partial partial partial partial full partial partial partial full full full full partial full full full partial full partial partial full full partial partial partial none full full none none none full partial partial none full full none full none partial full full none full none full full full none none full none full partial full none none partial full full full full none partial partial full full none none partial full none none partial partial none partial partial partial partial none none none none none none none none partial partial none none none full none none none none none none none none none full full full full full full full full full full partial full full full full partial partial partial full partial full full full full full full full full full full partial full full partial partial full full full full partial full partial full partial full partial full partial full full full full partial full full partial full full partial full full full full full full full partial full full partial full full partial full full partial full full partial full full full full full full full full full full full full full partial full full partial partial full full full full full full full full partial full partial full partial full full partial full full full full partial partial partial full full full full partial full partial full full full full full full full full full partial partial full partial full partial partial full partial full partial full full full partial partial partial partial full full partial partial full full none none partial partial full full partial partial partial partial none full none none full full full partial full full full none full full full full partial partial none partial partial full full full none full partial partial partial none full full full none partial partial partial partial full full full partial partial partial partial full full none partial full partial partial partial full partial partial full partial partial full full full partial partial full full full full full partial none full none none partial none full full full none partial full full partial partial partial partial partial partial partial partial none partial full partial full partial partial partial partial partial partial partial full full full full full full partial full partial full partial partial full partial none partial partial none partial none partial partial full none full full full none full full full full partial full full full full full full full full full full full full full none partial full partial full partial full full partial full none partial none partial partial partial none full full partial partial none none full none none partial none none none]
44,23.97593544686457,1,5,partial,4.439096765969904,2.219548382984952,0,[full full none full partial partial none full full full full full none none full none none full full full partial full full partial full none none full none none none none partial none full full partial partial partial partial full partial none full full none none partial full none none partial none none full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial full full partial full partial partial none partial none partial full none none full full full partial full partial full full partial partial full partial partial partial full full partial full full full full partial full full partial full full full partial full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial partial partial full full partial partial full partial full full full full partial full partial partial none none partial full full partial partial partial full full partial full full partial partial partial full partial partial partial partial full partial full full none full none none full full full none full partial full partial partial none none full partial none full none full full full full full full full full full full full partial full full full full full none none full full partial full none partial full full none full full none full full full partial partial full none none partial partial partial partial partial partial partial partial partial none none none full none partial none none none none none none full full full none none none none full none full full none none full none none none none full full full full full full full full full full full partial full full full partial partial full full full full full full full full full full full full full partial partial partial partial partial partial full full full partial full partial full full full full full partial full full full full full full full full partial partial partial full partial full full full partial full full full partial full partial full partial partial full full full full partial full full partial full full full full partial full partial full partial full full full partial partial full full full full full partial full full full full full full full full full full full full full partial full partial partial full full full full partial partial full partial full partial partial partial full full full full partial partial partial full full partial partial partial partial full full full full partial partial full partial full full full full full full full full full none partial none full full full full full partial none partial partial full none full partial full partial full full full partial partial partial full none full partial partial none partial full partial partial partial partial full partial partial partial partial none partial partial full full full full partial partial partial full none partial full full full partial partial partial full none full full none full partial partial none none partial full full partial partial full full none none partial partial full partial partial partial none partial full full none none full partial partial none full partial partial partial partial none full full full none partial partial partial partial none partial partial full partial partial partial none full full full partial none none none partial partial full none none partial full none partial full partial full partial partial partial full partial full none full none partial partial partial full partial partial partial full full full full none partial partial none none full partial full full none none partial full none none partial none partial full none full none partial partial partial partial full partial partial full none partial full full none partial partial none partial]
185,9.097551472597752,3,1,partial,0.7471106813260793,0.37355534066303964,0,[full partial partial full full full partial none full none partial none none none none partial none none full partial full full partial none full full full full full full none none partial partial full partial partial partial full full full full partial partial none full partial full full none none partial partial none none partial full full full full none full full partial full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial full partial partial partial partial full partial partial full partial full partial partial none partial partial partial none none full none full partial full partial none full full full full full partial full partial full full full full full partial partial full full full full full full full none full full full none full full full full none full full full full full full full full full full full full full full full full full partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial full full full partial full partial partial full full full full full partial full partial partial full full full full partial partial full full full full full partial full full full none none full none none none full none partial none full partial partial partial partial full full partial partial full full full full full full full none full none full full full full partial partial none partial none full full none none full none none none none partial partial none partial partial none none partial none partial partial none partial none none partial none partial full none full none full none none none full partial full full full partial full full full full full partial full full full full full full full full full partial full partial full full partial partial full full partial partial partial full full full full full full full partial full partial full full full full full full full full full full full full full partial partial full full partial full full full full full full full full full full full full full full full full full full full full partial full partial full full full full partial full partial full full full full full full partial full partial full full full full full full partial full full full full full full full full full partial full full full full full partial partial full partial full partial full full full full full partial partial full partial partial full full full full full partial full full partial full full full full partial full none partial full full full partial partial partial none full partial none full partial full full partial partial full full partial none partial full partial full none partial partial partial partial partial partial partial none partial full full full none none full none partial full full partial none none partial partial full partial none partial partial partial full partial partial partial partial partial full full partial partial partial none partial full full none full full full partial partial partial partial partial full partial full partial full full full partial none full none partial full partial partial partial partial full none full partial partial partial partial partial none full partial full none none partial partial none partial none partial partial partial partial full full partial none partial none none partial none partial partial full full full partial none full none partial partial partial partial full full none full full full partial none full full partial full none none partial none partial partial partial none partial none partial partial none none full partial partial partial none partial partial partial partial]
166,7.558265964277929,1,1,evade,2.5194219880926436,0,1,[full full partial full partial full partial full partial partial full full full full full none none partial none none partial none none full full full partial full none none partial full none none none none partial none partial partial partial full partial none full partial none partial partial partial partial none full full partial full full none none full full none full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial partial full partial full partial partial full full partial full full partial partial full partial partial none none partial full full full full full partial full full full full full partial full full full partial full partial partial full full full full partial full full full full full full full none full none none full full full full full full full full full full full full full full full full full full full full full partial full full full full full full partial full partial partial full partial full full full partial partial full full full full none full partial full full partial full full full full full partial full partial partial full full full full full none none full partial full none none none none full partial none partial partial full full full none full none full none full full full partial partial none full full full full none none full none full full none none partial none full partial none partial partial full none full none partial none partial none partial partial full none none none partial none partial none none full none none none none none none none none full full full full partial full partial partial full full full full full partial full partial partial full full full full full full full full full full partial full full full full full full partial full full full full full full full full full full full full full full full full partial full full partial full full full full full partial full full full full full full full partial full full full full full partial full full full partial partial partial full full full full full partial full full full full full full full partial full full full partial full full full full full partial full full full full partial partial partial full partial full partial partial partial full full full partial full full full full full full full full full full full full partial partial full full full full partial full partial partial full partial full full full full full partial full partial full partial full partial partial full full full full full full full full partial full full none partial partial full full full full full full full full full full full full partial none full none none partial full full full full partial partial partial full partial partial partial partial partial full full none full partial partial partial none partial full none partial partial partial partial partial none partial partial full partial partial none none partial partial full partial partial full partial partial full partial full full partial full full partial partial full partial full full full full full partial partial full partial full partial partial none full none none partial full partial partial none none partial full partial partial partial full partial partial partial full partial full partial full partial full partial partial partial full partial partial full full partial partial none partial full full full partial full partial partial none full full full partial none none partial full partial full partial partial partial full full full full none none full full none full partial full none none partial full partial full partial full partial partial full none full full none full full none full full none partial partial partial full partial partial none full none full full none partial partial partial full none none partial full none partial full full none none partial full none]
