who,sugar,metabolism,vision,strategy,tax_due,tax_paid,punished,compliance_history
195,4.505197707835265,1,3,partial,0.882961774178665,0.4414808870893325,1,[full none none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial none partial partial partial]
120,1.002291846563879,1,2,partial,0.11791668783104572,0.05895834391552286,1,[full none none partial partial partial partial none partial partial partial partial partial none partial partial partial none partial partial partial partial partial partial partial partial partial]
125,1.545228153267955,1,6,partial,0.18179154744328632,0.09089577372164316,1,[full none none none none none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial none partial partial partial partial partial partial partial full partial partial partial none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial]
90,4.223583601349606,1,5,partial,0.8498322418176955,0.4249161209088477,1,[none none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial none partial partial none partial partial partial]
192,4.895300546872365,1,4,partial,0.5759177113967425,0.28795885569837126,1,[full full none partial partial none none none none none none none none none none none none none none none full none none none none none none none none none none none none none none none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial]
16,0.8863085752273892,1,3,partial,0.10427159708557635,0.05213579854278817,1,[none none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial]
30,1.2640923302252756,1,3,partial,0.14871674473238664,0.07435837236619332,1,[full full none none partial partial partial partial partial none partial none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial]
94,1.5245510795503165,1,1,partial,0.17935895053533268,0.08967947526766634,1,[full none none none none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial none partial partial partial none partial partial partial partial partial partial partial partial partial none partial none none partial partial partial partial partial partial partial partial partial partial partial none partial partial partial partial partial]
134,2.132617224123604,1,4,partial,0.2508963438916427,0.12544817194582136,1,[full none none none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial none partial partial partial none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial]
157,0.9615682655124219,1,1,partial,0.11312587817345293,0.056562939086726466,1,[full none none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial none partial none partial partial]
106,1.5559575902308527,1,5,partial,0.1830538341449199,0.09152691707245995,1,[full none none partial partial none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial none partial partial partial]
184,2.969607811049677,1,3,partial,0.34936562482937117,0.17468281241468558,1,[full full none partial none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial none partial partial partial partial partial partial partial partial partial partial none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial]
13,0.9158375205675923,1,6,partial,0.10774559065512462,0.05387279532756231,1,[full full none none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial]
150,3.5667886358205445,1,6,partial,0.30477010586336517,0.15238505293168259,1,[full full partial full partial none partial partial partial partial partial none partial none partial partial partial partial partial partial partial partial partial partial partial full partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial none partial partial partial]
138,1.1225447493180578,1,2,partial,0.4850041415786896,0.2425020707893448,1,[full full none none partial partial partial partial partial partial partial partial partial none partial partial partial partial partial partial partial none partial partial partial partial]
