who,sugar,metabolism,vision,strategy,tax_due,tax_paid,punished,compliance_history
79,6.911987605058651,1,2,evade,3.3038619317852564,0,1,[full full full partial partial full full partial full full partial none none partial none partial partial partial partial partial partial none none partial partial full full none full full full full full none full none none none none none full none none none full none none full none none none none none none none full none full none none full none none full none partial none none full none none none none full none none partial none none none partial none none none none none partial none]
149,1.9121322816813024,1,6,evade,0.613949566926349,0,1,[full full partial partial full none full full partial full full partial full partial none partial partial partial none none none partial partial partial none none none none full none none none none none none none partial none none none]
115,4.713380555456225,1,5,evade,0.7532350694320282,0,1,[none none full full none full full full partial none partial full none partial partial partial partial partial none full none none partial none partial partial partial partial partial partial full none full none none none none none none none none none none none none none none none none none none none full none full none none none none none full none full none none partial none none]
169,7.2836190294487,1,1,evade,3.4278491719847395,0,1,[none none partial none full full none full full full partial partial partial none partial none partial full partial partial partial partial partial partial partial none partial full none none full full full full full full full full full full full full full full full full full full full full full full full full full full none none none none none none none partial none none none none partial none none none none partial none none none partial none none none none]
95,6.857478282933975,1,5,evade,0.8571849956088633,0,1,[full full none full none partial full partial none partial partial partial partial partial partial full partial partial partial partial partial partial partial partial none partial full full full none none none none partial full none none none none none none none none none none none none none none none none none none none]
36,4.5462943506414275,1,1,evade,2.513053041259609,0,1,[full none partial none none full full full full partial partial full full partial full none none partial partial none none none none none none partial full partial partial partial partial partial partial partial partial partial partial none partial partial none partial none partial partial partial partial partial none partial partial partial none partial partial partial partial partial partial partial full full full full full full full full full full full full full full full partial full full full none full none none none none none full none none none partial none none none none none none none]
178,10.035331446435995,1,6,evade,4.344793002873918,0,1,[full full partial full none none partial none partial partial partial partial partial partial partial none partial partial partial partial partial partial partial partial partial full none partial partial partial partial partial partial full full full full full full full full full full full full full full full full full full full full full full full none none none none none none none none none none none none none none none none none none partial partial none none none partial none none none none none none none none none none none]
40,2.7392712899923604,1,5,evade,0.34240912078165975,0,1,[full partial partial none partial none full full none full full full full full partial full none none none full none full none partial partial partial partial full full none full full full none none none none none full none full none none none none partial partial none none none none none none none none]
88,2.2294008538261734,1,5,evade,0.653516367092565,0,1,[none partial partial partial none full none none none full full full full full full partial full none full none partial partial partial partial none none none full none none none none none partial partial partial partial partial partial partial none partial partial partial partial none partial partial partial partial partial partial partial partial none partial partial partial partial partial none partial none partial none partial partial none partial full full full full full full full none none none none none full none none none full none none none none none none]
132,4.913992816676167,1,6,evade,2.6304806587405087,0,1,[full partial none none none full full full full full partial full full none none partial partial none none partial none full none partial partial full partial partial partial full full full none none none none none none none none none full none none partial none none partial none partial none none none]
39,2.7944322058576874,1,1,evade,0.34930423810271183,0,1,[none none partial full none none full full full full full partial full full full partial none partial partial partial partial partial partial full none none partial partial none partial partial partial none full full none full full full full none none none none full full none none none none none none none none none none none none none none none none none none none none none none none]
90,8.985027271159048,1,5,evade,21.4388045423181,0,1,[full none partial partial none none partial partial partial none full full partial full none none none none none none full none none full full none none none none none none partial partial partial partial partial partial partial partial partial partial full full partial full partial full full partial partial full full full partial partial partial partial none partial partial partial none partial partial none partial partial none none none none none none none none none none none full full none none none partial none none none none full none none none none none none none none none none none none none none none none none none none none none none none partial none none none]
2,4.829901275901628,1,2,evade,0.6037376594877035,0,1,[full full none none none full partial partial none none none full full partial full full partial none partial none partial full partial partial partial partial partial partial partial partial none none none none none none none none none none none none none none full full full none none none full none none none none none none none full none partial partial full full none full full full full full full full full full full full full none none none none none none full none none none partial none none none partial none partial none none none none none]
176,6.298175225490411,1,3,evade,0.7872719031863014,0,1,[full full full partial none partial none none partial full partial none full none partial partial partial none partial partial partial partial partial full full full full full none full none full full full full full full full full none full full full full full full full full full full full full full full none none none none none none none none none full none none partial none none none none none none none none none none]
74,9.248680231261018,1,6,evade,0.5248680231261018,0,0,[partial full full partial partial full none partial partial none none partial partial full full partial partial partial none partial partial partial none none partial none partial none none partial partial none none none none none none none none none none full none none none none none partial none none none none none none partial none none partial partial none none partial none none none none none none none]
167,6.190996970476525,1,5,evade,2.3136656568255085,0,1,[full none none none partial full partial partial full partial none full full none none none full none partial none full partial partial partial partial partial partial none full none full none none full none none none full none none none full none none none none none none none none none none none none partial none none none none none none none none none none none none none none]
166,3.219289583526223,1,4,evade,0.40241119794089814,0,1,[full full full full full full full full full partial none full partial full none full partial full none partial partial partial full partial none partial none none none partial partial full partial none none partial none partial none none none partial full none none none none full none none none full full full none none partial partial full partial partial partial partial none partial partial partial none full partial partial partial partial partial partial partial partial partial full none none none none none none none none none none none none partial none partial none none]
180,4.405507025104727,1,6,evade,2.462864631587916,0,1,[none partial partial none partial none full none full full full full full full full partial none none partial none full none none full partial partial partial partial full full none none full none none none none full none none full none none partial partial partial partial none none none none none]
32,5.117263339663733,1,4,evade,2.702583234615644,0,1,[full none partial none none none full none full full partial none none partial partial partial partial partial full partial partial partial none none none none none none none none none none full none none none none none none none none none none none none none none none none none]
124,2.683354225654786,1,4,evade,0.7104073592911011,0,1,[partial full full full partial partial partial none partial none none full partial partial partial full partial partial full none none full full full full none none partial partial partial partial none none partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial full none partial partial partial partial full full full full full full full full full full full full full full full full full full full full full full none full full full full full full full full full full full full full full full full full full none full none none full partial none full full none none none none none full none full none none none none none partial none none none none]
162,8.988321627810828,1,6,evade,3.9960507047808083,0,1,[partial full partial full none full none partial full none full none partial partial full partial full partial none full none partial partial partial partial partial partial none partial none partial partial partial partial full full full full full full full full full full full full full full full full full full full full full full full full none none none none none none none none none partial partial none none none none none none none none none none none none none none none none]
131,16.044747141156225,1,1,evade,14.283558656902201,0,1,[full partial none none full partial full partial none none none partial none none partial partial full partial none partial partial partial partial partial full partial none none none none none none none none none none none none full none none none full none none none none none none none none partial partial none none none partial none none partial none none none partial none partial none none none none]
188,5.369320664255895,1,4,evade,0.6711650830319869,0,1,[full full none partial none partial full full full full full full partial partial full none none none none none none partial none partial partial partial full partial full full none full none full full full full full full full full full full full full full full full full full full full none full full full none none none none none none none full none full none none none none none full full full none none none none none none none none none partial partial none none partial none none none none none]
29,2.138535387339255,1,4,evade,0.2673169234174069,0,1,[full full partial full partial full partial full none full none none full full full partial partial none full full full full full full full none none partial partial full full full partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial partial full partial none partial partial none partial none partial none partial full full full full full full none none none none none full full none none none none none none none none none none none none none none]
60,4.941728051289733,1,6,evade,0.6177162184030097,0,1,[full none full partial partial none none none partial partial partial none none partial partial partial none none partial partial partial full full full full partial none full none none none none full full none none none none partial none partial partial none none none none none none]
0,3.1185609462008728,1,2,evade,2.0387677719421258,0,1,[full full full full full partial none full full none partial none full none partial full partial none partial partial partial partial partial partial partial partial partial full full none none none none none none none none none none none partial none none none none]
102,1.7923671745383096,1,4,evade,0.22404589681728676,0,1,[full none none none full partial partial partial partial partial partial partial partial partial partial partial partial partial partial full full none none none none none full none none none none none partial none none]
172,5.757793058087863,1,2,evade,2.9182609614184014,0,1,[partial full partial none partial none none partial partial partial none partial partial partial partial none full none none none full none none none none none none none none none none partial none none none none none none partial none none none none none none none]
119,3.4418359501424076,1,1,evade,0.8036438877983341,0,1,[none full full partial none full partial partial none partial full none full none full none none partial full full none partial partial partial partial partial partial full partial full none none none none full full none none none none none none none none none none none none none none none]
27,11.053713931163271,1,2,evade,10.540255278616964,0,1,[none full none partial none full partial partial none none none full none full none full partial none partial full none none partial partial partial partial partial none none none none none none none full none none none full none none full none none none full none none none none none full none none none none none none full none none none none partial none partial none none none partial none none partial none none full none none none none]
72,1.80727901353224,1,3,evade,0.2259098766915309,0,1,[full partial none full partial partial none none full none none none none full full partial partial partial partial partial partial partial none partial partial partial partial partial partial full partial partial partial partial partial partial partial partial partial none partial partial partial partial partial partial partial partial partial partial partial partial partial full partial partial partial partial partial full full full full full full full full full full none none none none none none none none none none none none partial none none none none none]
