who,sugar,metabolism,vision,strategy,tax_due,tax_paid,punished,compliance_history
192,18.594896366062663,1,2,pay,3.648724091515666,3.648724091515666,0,[partial full full none none full full partial partial none partial partial partial full full full partial partial none partial full full none partial none none full none none partial partial full full full full full full full full full full full partial partial full full full partial full partial partial partial partial full none full partial partial partial partial partial full full full full full partial partial none partial partial full partial partial none none none partial partial none none full partial none full full none full full none none none partial partial none full none none partial full partial full none none full none full none none none none full none none full none full full none full full none full none none none full full full none none partial full full full full full full full full full full none none full full full none full none full full full none full full full full full full full full full full none full full full full none full full none full none full full full full full full full none full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial partial full full none full partial full full partial partial full partial partial full none none partial partial full partial partial partial partial partial partial none none none partial full none full partial full none partial partial partial partial partial full full full full full full full full full full none none none full full none full full full none none full full none full partial partial none full full full partial none partial partial partial full full full full partial full full full full partial full full full full full full full none full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full none partial partial partial full none partial none none full full partial full full none full full none full full full full full none full none full full full full full partial full full full full none full full none full full full full full full full full full full full full full none full full none full none full none full none full full none full none full none none full none full full none full full none full full none full none full none none full full full full full none none none none none full full none none none none full none full full full full none none none none none full full full full full none full full none none none full none none full full full none partial full partial full full full full full full partial none full partial none full partial full partial partial full full partial partial full full full full partial partial partial partial none none full full none full none none none full full none none full full none none full full none full full none full full full full full full full full full none partial full none none full none none none none none none none none none full none none full partial none full none none partial partial none partial full none none partial none partial none partial none none none none none none partial none none none partial none none none none none none full full partial full none partial none full none full full partial full partial full partial full partial full full]
78,11.600144204368043,1,6,evade,3.8667147347893476,0,1,[full none none none none none partial none partial partial partial full partial partial none none none full none partial partial partial partial partial partial partial full full full full full full full full partial full full partial full partial partial partial full partial partial partial none full partial partial full partial partial partial full partial full partial full partial partial partial none partial partial partial none full none none partial none none none partial partial partial none partial partial partial none none none partial full full none full partial full full none full full none full none full full none none full none none full full full partial full full full none full none full none none none none full full full full none full full full none full full none none none full none full full full none full full none full full full full none full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full none full partial full full full partial partial partial full full full partial partial partial full partial none partial partial none partial partial partial partial partial full none partial none full full full partial partial full full none full partial partial none partial none partial partial partial partial full full full full full full full full full full full full partial full full full none full none full full full full none none none partial full full partial full full full full full full partial partial full full partial full full partial partial full partial full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full none full full none full none none none none full full full full full none full full full full full none full full full none full partial full full full full full full full full full full full full full full full none full none none full none none none full full full full full none full none none full full full none none full none full none full full none none full full none full none none none none none full none none none none none full full none partial none none full none full partial none partial none none none none partial none none none full none full full none none full none none full full none none none none full none none partial partial partial partial partial none full full none full partial none partial full full none full full partial partial partial none full full partial full partial full partial none partial none full full full full full none full full full full full full full full none full full full none full none none full none none full full none full full full full full full full none full full full full full full none none full none none partial none partial none none none none none full none none none none none none none partial none none partial none partial partial partial none full partial none none none none partial full full partial none none partial none none partial partial none partial none none none none partial partial none partial partial none none partial partial full none full full none none none partial full full partial none full full partial partial full none partial partial partial partial full none]
44,13.782810235599067,3,2,evade,2.5565620471198134,0,0,[none none none partial partial none partial partial partial full full full full full none full none none none full full none full none none partial partial full full full partial full full full full full full partial partial full none none full full partial partial partial partial full full partial partial partial full partial partial partial partial partial partial full partial partial none full none full none none full partial none none full none full full partial none partial partial partial none partial none none full full partial full partial full partial full full none none full full full full none full none full full full full full none full none full full full full none full full partial none full none full none full full none full full none full full full full full none none full partial full full none full full none full full full full full full full none full none full none full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full none partial none full none partial partial partial none partial partial full partial partial none none none partial full none partial full none partial partial full none full full full none partial none none partial partial full full none full none full full full full full none full none full none full full full full none full none none full none none none full none full full full full full full full full full partial none full full full full partial full full full full full partial full full full partial full none full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full none full none none full none full full full full full full full full partial full full none none full none full full full partial none full full full partial full full full full full full full full none full full none full full none full full full full full full none full full full full full full full full full none full full none none none none full full full full none full none none none none partial none none none partial none none full partial none full none none none none none full full none full full none none full none full full none full full partial full none partial partial none full partial full partial partial full full none full full full none none none full partial full partial full partial partial partial none none full full none full none full none none full full full full full none full full full full full none full full full full none full full none partial none none none none full none full none full none none full none none none none none none none none partial none none partial none none none none partial none partial none none none partial none none none partial none partial partial none none partial none partial full full full none partial full none full partial none full full full full partial partial partial full full full full none none]
165,7.259919363313597,3,4,evade,0.9074899204141996,0,1,[full none none partial full none full partial none full none partial none full full full full partial partial none none none none none none none full none partial partial partial full full full full full full partial full full partial full partial full full partial partial partial full partial partial partial none partial partial partial full partial partial partial full full full partial full full partial partial partial partial partial partial partial partial partial none none partial none none partial partial partial none none none none partial partial none full partial none none none full partial full partial none full partial full full none partial none none none full full none full none none full full none none full full full full none none none none full none full full full full none full none none full full full full full full none full full full full none full none full full full full full full none full full none full full full none full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial full full full partial full none partial full partial full partial partial partial full partial partial full none none partial partial none partial full partial full none partial none partial partial none none partial full none none partial partial full full partial none full full full full full full full partial none none full full full none none full none none partial none full full none partial full full none full full none full full full full full none none full full full full full full full full full full partial full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial full full full none full full none none full partial full partial none full partial full partial full none none full full full full full full none full full full full full full full full full full none full full none full none full full full full full full full full none none full full full full none full none none none none none none none full full full full full none full none full full full full none none none full full none none full full full full none none none none full full full none partial none none none none full none none full full none none none full full full none none none none full full full partial full full partial full full full full partial none partial partial full partial partial full full partial full none full partial full partial full partial full none full full none full none none none full none none none none none none full full full full none none full full full none full none full none none full full none none full none none none full none none full none none none none none full none none partial none none partial partial none partial none none none none none none none none none none none partial none partial partial none none partial none none none none none partial none none none partial full none full none none none none full none full full none full none none partial none none none partial full full none partial full partial none]
72,9.074061940569159,1,3,evade,3.024687313523053,0,1,[full none none full full full partial full full partial full full partial full full none full none none full full full none partial partial partial none none none none full none none partial partial partial partial partial full full partial full partial partial partial full none full partial partial partial partial partial partial partial partial none partial partial none partial partial full full partial full full partial none partial partial partial none full none none none none none none partial full none full full none none partial partial none full none none none none partial none full none full none full full full none none full full none none none none partial full partial partial full none full full full full full full none none full full full full none none full full full none full full full full full full full full full full none none full full none full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial full full full full full full none full full partial partial full full none full partial none partial full full partial full full partial partial full partial partial none partial none none partial full full none partial full partial partial none full partial partial partial none partial none full full full full full full full partial none none none none none none none full full full partial none none full none none full partial none full full partial full full partial partial full full full partial full full full partial full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial full full none none none none full full partial none full partial full full full partial full full full none none none full none full full none full full full full full full full full full full none none full full none none full full full none full full none full full full full full none full full full none none full full none none partial none none none none none none none full full full full full none none none none full none none full full full full full none partial partial partial full full full partial full partial full none full full full full full full partial full full partial full full full none none full partial full full partial partial full full full full partial full partial none partial none full none partial full full full none full full none full none full none full full none full full full full full full none full full full none full none none none full none full full full partial none full partial partial none full full none full none none full full none full none none none full none none full none none none partial partial partial none none none none none partial none partial partial none partial none partial none partial none none none partial partial none partial none partial partial none partial partial partial none none partial none partial partial none partial none none full partial partial partial full full full partial partial partial full none full none partial partial none]
60,6.844188374803091,3,1,partial,0.8051986323297755,0.40259931616488775,1,[none partial full full partial none full none full full full none none full partial partial partial full partial full partial partial partial none none partial none none none none none full full none none partial full partial full full full full full full full full full full full full partial full full full none full none full partial partial partial partial partial partial none full partial partial partial full full full partial partial none partial none partial full none partial none partial partial full none none none partial none full full none full none none partial full none full full partial partial none full full full full none none full none none full full none full partial none none none none full none full none full none none partial none full full full full full none full none none none full full full full full full none full full full none none full full none full none full full full none none none full none full full partial full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial full partial partial none full partial full full none full full full full partial partial partial full none full full none partial none partial partial partial partial none partial partial partial full partial full full full full full full full full partial full full full none full none full full none full none full none full full full full full none partial partial full none full full partial partial none none full partial full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full none none none none full full full full none none partial none none none none full full none none none full none none full none none full full full none full full full full none full full full full full full full none full full full none full full full none full full full none full full full none none full none full full none none full none full none none none none none none full none none full none none none none none none full full none full full none none full full none full none full none full none partial full full partial partial full full full partial full partial partial partial partial full partial full partial none partial none full partial partial partial full partial full full partial partial partial none full partial full partial full full full none none full none none none full full full full none none full full none none full none full none full full full none full full full full full full full none full full full partial none full none full none none full none none none none none none none none full none partial partial none none none none partial none none full none none none none partial partial partial none none partial none none none partial none none none none none partial none none partial none none none partial none none partial none none none full full partial partial none full partial partial full full full full partial none partial partial full partial]
117,8.629487544010162,4,6,evade,0.7629487544010163,0,0,[full full full none none full none full none full none full partial none full none partial none partial partial partial partial none none none none none full none none full partial partial partial none partial partial partial full full full full full full full full partial partial partial full full partial full full full partial partial partial full full none full none partial partial none partial full partial partial full full full full partial partial partial partial full none partial full none none partial partial full none partial partial none none none full full none none none full full full full partial full full full full none none none none none partial none full none full full none full none none none full none full partial partial full none full none full none none full none full none full none none full full none full full full none full full full full none full full none full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial full partial full full full full partial partial partial partial partial none partial full partial partial full partial partial partial partial partial partial partial partial full full partial partial partial partial partial partial full full full partial full full partial full partial none none full none partial partial full none none full full full full full full full full full full full full none full full full full partial full full full none none full full full full full none full full none full none full none full none full full none partial none full partial full partial none none full full full full partial partial none full partial full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full none full full full full none partial partial full full full full full none full full full full full none full none none full partial full full none full full full full full full full partial none full full full full none full full none full full full full none full full full none full full none full full full full full full full full none none full none full full none none full none full none none none full none none full full none none full full none none none partial none full none partial partial none none none full none none none full full full none none none full none none none none full none full none none full full partial partial full none partial partial full none partial partial full full partial full none full full partial full full partial partial full none full partial full full full full none none none full none none none none none full none full none none none none full full full full full full full full full full full full none full none none full full full full partial none partial partial full none full partial none none none none none none none none none none none none none none none partial none partial none none partial none none none partial none none partial none none none partial partial none none partial none none none none none none none none none partial partial none none partial full full partial full none full none full full full full none none none none partial partial full partial full none full none]
176,10.082232708002833,2,5,partial,2.880637916572238,1.440318958286119,1,[none full full partial full full none full partial full full none none none full partial partial partial none full none none none partial full none full none none partial partial partial partial full full full full full full full full full partial partial none none partial full full full partial partial partial partial partial partial full partial partial partial partial partial full none full full full partial none partial full partial partial full full partial partial partial full partial partial partial partial partial none partial none none partial none partial none full none none partial full none partial full full none partial none full full full full partial none full full partial partial none full full none none none full none none none full full none none full full none none none full full none full none full full full full none full full full none full full none full full full none full full none full full full full full full full none full none full none full full full full none full full full full full full partial full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial partial full none full full full none partial full partial none partial partial partial none none partial none full none none partial partial partial partial partial full none partial partial partial full partial full full full full full partial full none full partial full partial none partial partial none partial none partial partial partial full none full partial full full full full full full none full none none full none none none none full full full full full full full full full full full full full full full full full full full full full partial full partial partial partial partial full partial full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full none full full full full full full partial none none full none none full full full none full partial full none partial none none full full full full none full full none full full full none none none full none full none none full full full full full full full full none full full none none full none none full full full none full none none none none full full full none none none none none none partial none full partial full none none none none full full full full none full full none none none partial full partial none full full full full partial partial full full partial full full full partial partial full full full full partial full partial full full partial full full full partial full full partial none full partial partial partial full full partial partial full partial full none full none full full full none full none none none none full full full full none full none none full full full none full full none full full full full full full full full none partial none none none none none full none full none none none full full full full none full full none none none none none none partial none full none partial none none none partial none none none none partial partial none partial partial partial none none none partial partial none none partial partial none none none none full full full full partial partial partial partial partial partial partial none partial full partial partial partial full full partial]
39,10.43775434252005,3,3,pay,2.3594385856300124,2.3594385856300124,0,[full none full partial none full full full partial full none none partial partial partial none full partial none none none none none full none none partial partial partial none full full full full full full full full full full full partial partial full full full partial full partial partial partial partial partial partial partial partial none full full full full partial full partial full partial full partial full full partial partial partial partial full partial partial partial none full partial none none full partial partial full none none none none full none none none none partial none full none none none none partial partial full none full none full partial none full full none none none none full none full none partial full full none none full none none full full none full full none full none full none none full none full full full none full none full full full none full full full full full none full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full none partial partial full partial partial full full none full partial partial partial partial partial partial none none partial full partial none none none none partial partial partial none none none none full full none partial full none full full full full full full full full none none none none none none partial full none full full partial full partial full full none partial full none full partial full none full full none full partial full partial partial full full full full partial full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full none full partial full full full full full full none full full none none full partial none full none none full full full full full full full full full full full full none full full full none none none none full full full full none full full full full none none full full full full none full full none full full full full full full none none none full full none full none full full none full full full none full full full none none full none full full partial full none none partial none none none full full none none none full none none none none none none none full full none full full full none none none none none none full none full none partial partial partial full full partial none none full full full full full partial full full full full none partial none partial full full full full none full none partial partial partial partial full partial partial partial partial full partial full full none full none none none full full none full none full none full full full none full full none full none full full full full full full none none full none none none full none none none full full none full none none full none none none full full none none none partial none partial none partial partial none none none none none partial partial none none none partial partial none none partial none none partial none none partial none none none none none partial none partial none none none full none full partial full partial partial none full none partial partial partial partial full partial none full partial full full partial full full none full]
164,1.4542723705291145,4,4,pay,0.16158581894767937,0.16158581894767937,0,[partial partial partial full full full none none full full full none partial full full full none full full full partial partial none none none full partial partial full partial none partial partial full full full full partial full full full partial partial partial full partial partial partial partial partial partial partial partial full full partial partial full full partial partial full full full partial partial full partial partial none partial none none none none none none partial none full partial full none none none full full full partial full full none full none partial full full full partial full none full none none none none full none full full full full none none none full full full full full full partial full none full full none full none none full full none none none full none none full full full none full none none full none full full none none full full none full none full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full partial full full partial full full full full full partial full partial full none full partial partial partial partial partial full partial full partial partial partial none none full partial none partial partial partial none none partial partial partial partial partial full partial full none full none partial partial none full full full none full full full full full full full full full none none full full full full full full full full full none full none none none none full full none none none full full full none partial full full full full full full partial full none none partial full full partial partial partial full none full partial full full full full full full full full full full full full none full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full full none full full full full none full none full full full full full none full none full full partial full full full none full partial full full none none none partial full full full full full full full full none full none full full full full full none full full full full full full full full full none none full none none none none full full full none none none full full full full none none none none none none none partial full none none full none none none none none none none none none full none full full none none none full partial full full full full partial partial none none full partial full partial full full partial partial partial full full partial none partial full full full partial full none none partial full full none partial full partial partial none partial none partial none none full none none none full none full full none full none none none full none full none full full full full full full full full full full none full full full partial full none none full full full full none none full full none full none none none full full full none full full none none full none partial partial full none none none none none none none partial partial full none partial partial none none partial none none none none none none partial none partial none none partial none partial none full full none full full partial full none full partial full full partial none partial none partial none full none full]
